order_id,customer_id,customer_state,product_category,price,freight_value,payment_type,payment_installments,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,delivery_days,is_late,review_score
ord_008546,cust_007750,MG,housewares,178.85,25.7,voucher,1,2023-01-04,2023-01-07,2023-01-12,3,0,5.0
ord_003823,cust_004735,RJ,housewares,240.1,17.88,boleto,1,2023-01-04,2023-01-10,2023-01-15,6,0,4.0
ord_004350,cust_002059,RS,toys,117.29,14.76,credit_card,8,2023-01-04,2023-01-12,2023-01-17,8,0,4.0
ord_006820,cust_003308,SP,computers_accessories,1224.02,164.82,credit_card,3,2023-01-04,2023-01-12,2023-01-17,8,0,5.0
ord_007377,cust_000873,RJ,electronics,2339.57,182.91,credit_card,4,2023-01-04,2023-01-06,2023-01-11,2,0,5.0
ord_004003,cust_000870,RJ,furniture,2672.04,188.54,boleto,1,2023-01-04,2023-01-08,2023-01-13,4,0,5.0
ord_005339,cust_004078,BA,computers_accessories,484.01,58.93,credit_card,2,2023-01-04,2023-01-11,2023-01-16,7,0,3.0
ord_009671,cust_002180,MG,fashion,51.5,4.75,credit_card,7,2023-01-04,2023-01-11,2023-01-16,7,0,4.0
ord_008600,cust_002015,RJ,beauty_health,135.46,18.31,credit_card,6,2023-01-04,2023-01-11,2023-01-16,7,0,4.0
ord_007255,cust_005752,GO,housewares,139.69,8.74,credit_card,7,2023-01-04,2023-01-08,2023-01-12,4,0,2.0
ord_011943,cust_007970,SP,fashion,253.5,19.47,credit_card,4,2023-01-04,2023-01-09,2023-01-14,5,0,2.0
ord_009355,cust_006487,BA,housewares,101.49,13.94,boleto,1,2023-01-04,2023-01-13,2023-01-18,9,0,2.0
ord_000883,cust_002243,PR,beauty_health,212.0,15.71,boleto,1,2023-01-04,2023-01-11,2023-01-14,7,0,3.0
ord_008194,cust_008663,SP,computers_accessories,1233.1,37.23,boleto,1,2023-01-04,2023-01-08,2023-01-13,4,0,4.0
ord_002295,cust_008087,RJ,garden_tools,170.02,18.76,credit_card,2,2023-01-05,2023-01-08,2023-01-13,3,0,1.0
ord_010608,cust_002391,BA,beauty_health,43.55,6.25,credit_card,7,2023-01-05,2023-01-12,2023-01-17,7,0,5.0
ord_009214,cust_006609,SC,computers_accessories,1381.73,156.5,voucher,1,2023-01-05,2023-01-10,2023-01-14,5,0,5.0
ord_004066,cust_005305,SP,housewares,223.11,15.04,credit_card,4,2023-01-05,2023-01-11,2023-01-16,6,0,5.0
ord_009115,cust_005036,PE,books,84.41,4.5,credit_card,6,2023-01-05,2023-01-07,2023-01-12,2,0,5.0
ord_009032,cust_000318,MG,books,38.28,3.66,credit_card,7,2023-01-05,2023-01-08,2023-01-12,3,0,2.0
ord_001031,cust_004425,RS,housewares,133.36,9.27,credit_card,4,2023-01-05,2023-01-09,2023-01-14,4,0,2.0
ord_010334,cust_002406,RJ,toys,129.7,16.5,credit_card,1,2023-01-05,2023-01-10,2023-01-15,5,0,3.0
ord_005665,cust_005262,GO,fashion,254.87,29.23,credit_card,2,2023-01-05,2023-01-11,2023-01-16,6,0,4.0
ord_009724,cust_004840,SP,toys,123.95,10.25,credit_card,5,2023-01-05,2023-01-13,2023-01-18,8,0,3.0
ord_006805,cust_004939,RJ,electronics,755.45,60.17,boleto,1,2023-01-05,2023-01-13,2023-01-16,8,0,5.0
ord_000037,cust_005393,SP,sports_leisure,178.67,14.99,credit_card,4,2023-01-05,2023-01-14,2023-01-19,9,0,3.0
ord_005269,cust_000534,RJ,toys,49.54,1.77,credit_card,7,2023-01-05,2023-01-16,2023-01-14,11,1,3.0
ord_005010,cust_002244,MG,fashion,66.73,9.3,boleto,1,2023-01-05,2023-01-13,2023-01-18,8,0,5.0
ord_001785,cust_001735,BA,sports_leisure,508.48,34.3,credit_card,2,2023-01-06,2023-01-13,2023-01-17,7,0,5.0
ord_007766,cust_006236,SP,sports_leisure,300.64,29.43,credit_card,3,2023-01-06,2023-01-13,2023-01-18,7,0,5.0
ord_011350,cust_007434,RJ,garden_tools,107.43,13.92,credit_card,5,2023-01-06,2023-01-09,2023-01-14,3,0,4.0
ord_009345,cust_008680,MG,beauty_health,142.32,12.06,credit_card,4,2023-01-06,2023-01-08,2023-01-13,2,0,5.0
ord_007830,cust_007741,SP,electronics,426.51,56.83,credit_card,1,2023-01-06,2023-01-08,2023-01-13,2,0,4.0
ord_008076,cust_003499,MG,toys,118.2,7.97,debit_card,1,2023-01-06,2023-01-15,2023-01-19,9,0,4.0
ord_004751,cust_005540,BA,sports_leisure,490.0,33.57,voucher,1,2023-01-06,2023-01-12,2023-01-17,6,0,3.0
ord_007937,cust_008027,MG,computers_accessories,982.08,68.72,credit_card,3,2023-01-06,2023-01-14,2023-01-18,8,0,5.0
ord_004017,cust_004512,SP,sports_leisure,263.94,36.64,credit_card,1,2023-01-06,2023-01-09,2023-01-14,3,0,4.0
ord_009349,cust_007740,PR,toys,56.33,2.29,credit_card,7,2023-01-06,2023-01-13,2023-01-18,7,0,2.0
ord_008218,cust_006452,MG,electronics,342.5,28.36,credit_card,8,2023-01-06,2023-01-14,2023-01-19,8,0,4.0
ord_007476,cust_007709,SP,furniture,484.09,39.12,credit_card,3,2023-01-06,2023-01-10,2023-01-15,4,0,5.0
ord_007149,cust_006121,SP,fashion,38.33,3.9,boleto,1,2023-01-06,2023-01-17,2023-01-20,11,0,5.0
ord_003393,cust_005285,RJ,housewares,26.44,1.9,boleto,1,2023-01-06,2023-01-11,2023-01-16,5,0,5.0
ord_000224,cust_002255,RJ,toys,131.71,7.38,credit_card,1,2023-01-06,2023-01-13,2023-01-18,7,0,5.0
ord_004880,cust_004086,RJ,fashion,399.45,18.46,credit_card,1,2023-01-06,2023-01-10,2023-01-15,4,0,5.0
ord_006807,cust_001386,SP,toys,102.45,11.82,credit_card,6,2023-01-06,2023-01-11,2023-01-16,5,0,2.0
ord_011853,cust_007000,BA,housewares,245.63,34.98,credit_card,3,2023-01-07,2023-01-12,2023-01-17,5,0,5.0
ord_006843,cust_001220,CE,fashion,195.53,13.47,credit_card,2,2023-01-07,2023-01-14,2023-01-17,7,0,2.0
ord_002521,cust_004912,SP,furniture,658.71,75.4,credit_card,1,2023-01-07,2023-01-10,2023-01-15,3,0,4.0
ord_001038,cust_004177,SP,housewares,158.73,15.27,credit_card,4,2023-01-07,2023-01-13,2023-01-18,6,0,4.0
ord_008750,cust_002886,SP,toys,169.35,19.8,credit_card,9,2023-01-07,2023-01-15,2023-01-17,8,0,2.0
ord_001741,cust_007000,SP,toys,71.61,4.98,boleto,1,2023-01-07,2023-01-12,2023-01-17,5,0,3.0
ord_005272,cust_003398,RJ,housewares,81.83,5.6,credit_card,3,2023-01-07,2023-01-17,2023-01-21,10,0,5.0
ord_007190,cust_008384,SP,computers_accessories,899.06,115.78,credit_card,5,2023-01-07,2023-01-18,2023-01-21,11,0,4.0
ord_003523,cust_005520,PR,toys,171.25,16.99,boleto,1,2023-01-08,2023-01-12,2023-01-17,4,0,4.0
ord_000103,cust_001028,SP,beauty_health,39.96,3.35,credit_card,5,2023-01-08,2023-01-10,2023-01-15,2,0,5.0
ord_009897,cust_007730,SC,electronics,2481.56,314.04,credit_card,8,2023-01-08,2023-01-13,2023-01-18,5,0,5.0
ord_001877,cust_000536,BA,toys,151.84,19.11,credit_card,6,2023-01-08,2023-01-15,2023-01-20,7,0,5.0
ord_010109,cust_002398,RJ,toys,102.36,3.37,boleto,1,2023-01-08,2023-01-12,2023-01-17,4,0,5.0
ord_007957,cust_004302,SP,beauty_health,221.61,28.15,credit_card,2,2023-01-08,2023-01-16,2023-01-21,8,0,2.0
ord_011665,cust_008063,RJ,fashion,306.69,15.43,credit_card,2,2023-01-08,2023-01-10,2023-01-15,2,0,5.0
ord_006453,cust_008558,SP,furniture,768.66,49.85,boleto,1,2023-01-08,2023-01-12,2023-01-17,4,0,4.0
ord_003201,cust_002708,SC,furniture,2705.36,358.84,voucher,1,2023-01-08,2023-01-11,2023-01-16,3,0,4.0
ord_010640,cust_000506,PR,toys,120.02,11.72,boleto,1,2023-01-08,2023-01-10,2023-01-15,2,0,5.0
ord_006860,cust_003110,SP,sports_leisure,171.93,23.49,credit_card,3,2023-01-08,2023-01-16,2023-01-21,8,0,5.0
ord_005993,cust_007857,PR,beauty_health,181.54,17.76,credit_card,1,2023-01-08,2023-01-12,2023-01-17,4,0,2.0
ord_003315,cust_003560,MG,toys,38.12,1.81,credit_card,8,2023-01-08,2023-01-15,2023-01-20,7,0,3.0
ord_007601,cust_006979,SP,housewares,204.55,7.98,voucher,1,2023-01-08,2023-01-17,2023-01-22,9,0,4.0
ord_001319,cust_006150,CE,computers_accessories,570.61,59.24,credit_card,5,2023-01-09,2023-01-17,2023-01-22,8,0,4.0
ord_011882,cust_004308,PR,furniture,513.2,56.07,credit_card,8,2023-01-09,2023-01-15,2023-01-20,6,0,5.0
ord_009805,cust_001203,SP,beauty_health,19.68,1.76,credit_card,8,2023-01-09,2023-01-19,2023-01-22,10,0,5.0
ord_008719,cust_006852,SP,fashion,370.73,45.65,credit_card,5,2023-01-09,2023-01-13,2023-01-18,4,0,4.0
ord_010686,cust_002029,RS,electronics,2319.84,285.09,credit_card,2,2023-01-09,2023-01-13,2023-01-18,4,0,3.0
ord_001799,cust_002665,RS,beauty_health,184.72,26.74,boleto,1,2023-01-09,2023-01-11,2023-01-16,2,0,3.0
ord_004211,cust_004621,SP,electronics,786.2,51.82,credit_card,1,2023-01-09,2023-01-17,2023-01-22,8,0,4.0
ord_003634,cust_001505,GO,computers_accessories,224.37,29.2,credit_card,4,2023-01-09,2023-01-15,2023-01-20,6,0,5.0
ord_006977,cust_005114,PR,computers_accessories,190.98,11.31,credit_card,1,2023-01-09,2023-01-16,2023-01-19,7,0,2.0
ord_005307,cust_003140,RJ,electronics,712.42,22.14,credit_card,2,2023-01-09,2023-01-11,2023-01-16,2,0,1.0
ord_000400,cust_002489,GO,beauty_health,170.28,24.66,boleto,1,2023-01-09,2023-01-12,2023-01-17,3,0,4.0
ord_000547,cust_006316,MG,computers_accessories,670.25,59.25,boleto,1,2023-01-09,2023-01-14,2023-01-16,5,0,3.0
ord_002249,cust_007097,SP,electronics,733.04,79.1,credit_card,4,2023-01-09,2023-01-14,2023-01-19,5,0,4.0
ord_006734,cust_004636,SP,beauty_health,90.96,10.32,boleto,1,2023-01-09,2023-01-18,2023-01-23,9,0,2.0
ord_003427,cust_001337,PR,beauty_health,15.41,2.2,credit_card,5,2023-01-09,2023-01-18,2023-01-23,9,0,3.0
ord_008536,cust_006973,SP,sports_leisure,134.27,18.62,boleto,1,2023-01-09,2023-01-12,2023-01-17,3,0,5.0
ord_011863,cust_001799,CE,books,107.36,12.31,debit_card,1,2023-01-09,2023-01-17,2023-01-22,8,0,2.0
ord_010135,cust_008736,RJ,electronics,2076.39,176.6,credit_card,8,2023-01-09,2023-01-13,2023-01-18,4,0,5.0
ord_005560,cust_008669,RJ,electronics,1923.74,132.07,credit_card,2,2023-01-09,2023-01-11,2023-01-16,2,0,3.0
ord_001041,cust_006035,SP,housewares,250.53,10.85,boleto,1,2023-01-10,2023-01-16,2023-01-18,6,0,5.0
ord_011340,cust_001263,MG,sports_leisure,150.59,7.14,credit_card,5,2023-01-10,2023-01-18,2023-01-23,8,0,4.0
ord_009146,cust_006386,SP,sports_leisure,80.57,3.62,voucher,1,2023-01-10,2023-01-19,2023-01-24,9,0,1.0
ord_002643,cust_000442,SP,books,71.75,5.45,debit_card,1,2023-01-10,2023-01-16,2023-01-18,6,0,5.0
ord_003231,cust_000680,RJ,fashion,150.41,6.53,credit_card,5,2023-01-10,2023-01-14,2023-01-19,4,0,5.0
ord_000228,cust_006197,PR,electronics,2360.61,99.51,credit_card,2,2023-01-10,2023-01-16,2023-01-21,6,0,4.0
ord_009319,cust_000114,GO,toys,148.17,6.95,credit_card,5,2023-01-10,2023-01-15,2023-01-19,5,0,1.0
ord_006595,cust_007422,RS,housewares,37.28,1.89,boleto,1,2023-01-10,2023-01-15,2023-01-20,5,0,3.0
ord_009668,cust_004717,SP,electronics,1448.32,142.49,boleto,1,2023-01-10,2023-01-18,2023-01-23,8,0,5.0
ord_000259,cust_008754,MG,computers_accessories,323.15,17.73,credit_card,3,2023-01-10,2023-01-15,2023-01-20,5,0,2.0
ord_001086,cust_000645,SP,electronics,2417.85,135.03,credit_card,4,2023-01-10,2023-01-19,2023-01-24,9,0,2.0
ord_004619,cust_000941,GO,beauty_health,88.9,3.59,credit_card,6,2023-01-10,2023-01-17,2023-01-22,7,0,3.0
ord_010476,cust_001753,SP,electronics,1914.69,186.66,credit_card,2,2023-01-10,2023-01-19,2023-01-24,9,0,2.0
ord_010857,cust_000045,CE,computers_accessories,1505.26,85.65,credit_card,4,2023-01-10,2023-01-12,2023-01-17,2,0,2.0
ord_008993,cust_004377,SP,computers_accessories,56.35,6.76,boleto,1,2023-01-10,2023-01-18,2023-01-23,8,0,4.0
ord_002380,cust_005779,MG,housewares,182.55,23.26,credit_card,6,2023-01-10,2023-01-15,2023-01-17,5,0,4.0
ord_008539,cust_008988,GO,computers_accessories,1458.73,209.75,credit_card,2,2023-01-10,2023-01-13,2023-01-18,3,0,5.0
ord_005407,cust_007950,MG,furniture,460.91,49.2,credit_card,5,2023-01-10,2023-01-17,2023-01-22,7,0,5.0
ord_006798,cust_001070,RJ,fashion,191.03,24.77,boleto,1,2023-01-10,2023-01-12,2023-01-17,2,0,4.0
ord_006922,cust_002869,PE,sports_leisure,220.99,13.14,credit_card,2,2023-01-10,2023-01-14,2023-01-19,4,0,5.0
ord_010056,cust_003424,GO,housewares,24.42,1.08,credit_card,7,2023-01-10,2023-01-16,2023-01-21,6,0,3.0
ord_005763,cust_002262,SP,garden_tools,151.92,15.67,boleto,1,2023-01-10,2023-01-15,2023-01-20,5,0,5.0
ord_005598,cust_008534,SC,toys,179.59,25.27,debit_card,1,2023-01-10,2023-01-15,2023-01-20,5,0,4.0
ord_010898,cust_006617,PR,housewares,135.06,8.6,boleto,1,2023-01-10,2023-01-17,2023-01-22,7,0,5.0
ord_004890,cust_001181,BA,computers_accessories,1698.03,127.91,credit_card,2,2023-01-10,2023-01-18,2023-01-23,8,0,1.0
ord_003167,cust_004958,SP,sports_leisure,395.44,33.86,boleto,1,2023-01-10,2023-01-14,2023-01-19,4,0,5.0
ord_005087,cust_000615,RJ,beauty_health,189.33,16.23,credit_card,8,2023-01-11,2023-01-19,2023-01-24,8,0,4.0
ord_004897,cust_001940,CE,fashion,385.16,20.6,credit_card,1,2023-01-11,2023-01-15,2023-01-20,4,0,3.0
ord_009737,cust_006998,SP,fashion,369.43,27.08,debit_card,1,2023-01-11,2023-01-23,2023-01-21,12,1,3.0
ord_009221,cust_005591,PR,beauty_health,82.99,11.78,boleto,1,2023-01-11,2023-01-14,2023-01-19,3,0,4.0
ord_005855,cust_000693,RJ,sports_leisure,359.95,15.48,credit_card,5,2023-01-11,2023-01-20,2023-01-25,9,0,4.0
ord_002292,cust_002551,RJ,toys,26.56,1.14,credit_card,7,2023-01-11,2023-01-16,2023-01-21,5,0,5.0
ord_004679,cust_008864,RJ,beauty_health,174.26,18.91,credit_card,2,2023-01-11,2023-01-15,2023-01-20,4,0,4.0
ord_009910,cust_000947,SP,electronics,172.64,18.99,credit_card,7,2023-01-11,2023-01-14,2023-01-19,3,0,5.0
ord_006729,cust_005085,RJ,garden_tools,316.17,22.91,voucher,1,2023-01-11,2023-01-19,2023-01-24,8,0,4.0
ord_005248,cust_004493,SP,fashion,253.68,10.25,boleto,1,2023-01-11,2023-01-14,2023-01-18,3,0,5.0
ord_005079,cust_003968,SP,furniture,257.87,9.74,credit_card,9,2023-01-11,2023-01-15,2023-01-20,4,0,3.0
ord_009151,cust_002729,PE,fashion,230.22,29.41,boleto,1,2023-01-11,2023-01-17,2023-01-22,6,0,5.0
ord_008007,cust_002460,CE,housewares,204.31,29.0,credit_card,2,2023-01-11,2023-01-17,2023-01-22,6,0,4.0
ord_010606,cust_001954,MG,toys,42.99,5.02,credit_card,7,2023-01-11,2023-01-15,2023-01-20,4,0,5.0
ord_007405,cust_002592,SP,housewares,168.22,17.59,credit_card,6,2023-01-11,2023-01-20,2023-01-25,9,0,3.0
ord_009243,cust_005289,RJ,toys,180.21,6.9,boleto,1,2023-01-11,2023-01-15,2023-01-20,4,0,2.0
ord_000073,cust_008571,RS,sports_leisure,152.5,8.85,credit_card,2,2023-01-11,2023-01-25,2023-01-23,14,1,1.0
ord_000916,cust_003876,BA,furniture,246.27,21.48,voucher,1,2023-01-12,2023-01-14,2023-01-19,2,0,1.0
ord_011493,cust_001216,RJ,housewares,148.52,4.74,credit_card,3,2023-01-12,2023-01-18,2023-01-23,6,0,4.0
ord_000541,cust_000823,SC,electronics,448.55,20.48,credit_card,7,2023-01-12,2023-01-15,2023-01-20,3,0,5.0
ord_005078,cust_005178,RS,electronics,2380.65,145.17,boleto,1,2023-01-12,2023-01-20,2023-01-24,8,0,4.0
ord_003836,cust_002259,RS,housewares,149.74,9.62,credit_card,7,2023-01-12,2023-01-20,2023-01-25,8,0,5.0
ord_001189,cust_004497,RS,sports_leisure,395.18,40.42,credit_card,5,2023-01-12,2023-01-17,2023-01-21,5,0,5.0
ord_003733,cust_002850,SP,sports_leisure,369.34,49.47,credit_card,3,2023-01-12,2023-01-21,2023-01-26,9,0,
ord_007769,cust_002431,SP,sports_leisure,194.35,16.38,credit_card,5,2023-01-12,2023-01-22,2023-01-26,10,0,4.0
ord_011335,cust_007472,SP,electronics,1668.68,224.73,credit_card,8,2023-01-12,2023-01-16,2023-01-20,4,0,5.0
ord_009091,cust_001151,SC,furniture,1336.54,171.14,credit_card,7,2023-01-12,2023-01-20,2023-01-25,8,0,5.0
ord_005365,cust_004136,SP,beauty_health,28.37,3.26,credit_card,5,2023-01-12,2023-01-19,2023-01-24,7,0,4.0
ord_009490,cust_007644,RJ,beauty_health,85.65,12.83,credit_card,6,2023-01-12,2023-01-18,2023-01-23,6,0,5.0
ord_011030,cust_000965,SP,computers_accessories,801.55,83.36,credit_card,9,2023-01-12,2023-01-17,2023-01-22,5,0,4.0
ord_000396,cust_006665,RS,books,94.98,12.06,boleto,1,2023-01-12,2023-01-18,2023-01-23,6,0,2.0
ord_007554,cust_002486,SP,beauty_health,111.72,12.2,credit_card,8,2023-01-12,2023-01-22,2023-01-20,10,1,2.0
ord_004020,cust_001717,RJ,beauty_health,129.62,4.62,credit_card,9,2023-01-12,2023-01-21,2023-01-26,9,0,5.0
ord_006092,cust_008278,SP,computers_accessories,260.78,15.48,debit_card,1,2023-01-13,2023-01-20,2023-01-24,7,0,
ord_001745,cust_000482,SC,beauty_health,34.68,4.72,credit_card,1,2023-01-13,2023-01-22,2023-01-27,9,0,5.0
ord_004894,cust_005974,SP,sports_leisure,522.54,15.76,boleto,1,2023-01-13,2023-01-23,2023-01-25,10,0,2.0
ord_003123,cust_004956,GO,beauty_health,124.23,12.7,boleto,1,2023-01-13,2023-01-21,2023-01-26,8,0,4.0
ord_005776,cust_007054,MG,computers_accessories,227.47,20.7,credit_card,9,2023-01-13,2023-01-17,2023-01-22,4,0,3.0
ord_004441,cust_002654,MG,furniture,2547.05,247.8,credit_card,2,2023-01-13,2023-01-21,2023-01-26,8,0,2.0
ord_009348,cust_002419,RS,electronics,1871.75,173.26,boleto,1,2023-01-13,2023-01-19,2023-01-24,6,0,2.0
ord_007113,cust_008458,PR,computers_accessories,1500.97,103.11,credit_card,4,2023-01-13,2023-01-22,2023-01-25,9,0,4.0
ord_000125,cust_006892,RS,books,34.85,1.55,credit_card,5,2023-01-13,2023-01-21,2023-01-26,8,0,5.0
ord_010512,cust_007508,RJ,toys,36.05,4.69,credit_card,2,2023-01-13,2023-01-23,2023-01-27,10,0,
ord_000766,cust_006738,SP,sports_leisure,282.05,22.27,credit_card,1,2023-01-13,2023-01-16,2023-01-21,3,0,3.0
ord_011841,cust_002263,SP,toys,46.96,4.22,credit_card,9,2023-01-13,2023-01-21,2023-01-25,8,0,4.0
ord_000339,cust_003854,SP,sports_leisure,50.44,3.89,credit_card,7,2023-01-13,2023-01-19,2023-01-24,6,0,5.0
ord_008155,cust_000600,SP,garden_tools,180.42,11.09,credit_card,8,2023-01-13,2023-01-18,2023-01-23,5,0,5.0
ord_011471,cust_007155,SP,housewares,228.77,32.57,credit_card,4,2023-01-13,2023-01-17,2023-01-22,4,0,5.0
ord_010849,cust_007540,RS,books,65.28,6.03,boleto,1,2023-01-13,2023-01-15,2023-01-20,2,0,4.0
ord_004523,cust_003789,GO,sports_leisure,268.79,9.84,boleto,1,2023-01-14,2023-01-17,2023-01-22,3,0,5.0
ord_001620,cust_007519,RJ,fashion,139.5,6.1,debit_card,1,2023-01-14,2023-01-22,2023-01-27,8,0,5.0
ord_000722,cust_000302,SP,furniture,936.6,52.13,credit_card,9,2023-01-14,2023-01-19,2023-01-24,5,0,3.0
ord_009070,cust_006929,SC,books,80.31,3.21,credit_card,4,2023-01-14,2023-01-23,2023-01-28,9,0,4.0
ord_004789,cust_008531,RJ,books,66.18,5.31,credit_card,8,2023-01-14,2023-01-23,2023-01-26,9,0,4.0
ord_010669,cust_002738,RS,beauty_health,188.92,9.5,boleto,1,2023-01-14,2023-01-20,2023-01-25,6,0,5.0
ord_000643,cust_007901,PR,beauty_health,71.18,7.8,boleto,1,2023-01-14,2023-01-17,2023-01-22,3,0,5.0
ord_004379,cust_006308,RJ,housewares,36.34,4.25,credit_card,9,2023-01-14,2023-01-16,2023-01-21,2,0,5.0
ord_004180,cust_006845,SP,toys,42.03,4.36,boleto,1,2023-01-15,2023-01-20,2023-01-25,5,0,1.0
ord_000688,cust_006238,MG,fashion,150.56,21.09,credit_card,9,2023-01-15,2023-01-22,2023-01-27,7,0,5.0
ord_001738,cust_003683,PR,beauty_health,170.23,18.7,credit_card,3,2023-01-15,2023-01-19,2023-01-24,4,0,4.0
ord_001583,cust_001925,SP,housewares,102.79,6.84,voucher,1,2023-01-15,2023-01-23,2023-01-28,8,0,2.0
ord_007956,cust_003006,CE,fashion,255.57,18.54,credit_card,8,2023-01-15,2023-01-22,2023-01-27,7,0,5.0
ord_005032,cust_004239,MG,electronics,667.89,93.57,boleto,1,2023-01-15,2023-01-22,2023-01-26,7,0,4.0
ord_010060,cust_000260,SP,fashion,302.39,44.92,credit_card,8,2023-01-15,2023-01-22,2023-01-27,7,0,5.0
ord_011113,cust_004227,SP,computers_accessories,904.79,34.43,credit_card,3,2023-01-15,2023-01-18,2023-01-23,3,0,5.0
ord_004409,cust_000277,SP,fashion,80.32,3.77,credit_card,1,2023-01-15,2023-01-19,2023-01-24,4,0,4.0
